,_geopoint,adresse_ban,numero_dpe,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ef,emission_ges_5_usages_par_m2,categorie_enr,date_visite_diagnostiqueur
3998,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136387A,B,B,28.7,8.2,,2022-09-07
3999,"48.83387096701638,2.3077679701104974",52 Rue de Vouillé 75015 Paris,2175N0726962I,B,B,49.1,10.5,,2021-10-17
4000,"48.875528016770936,2.394047978343679",207 Rue de Belleville 75019 Paris,2375N4334224G,B,A,76.0,5.0,,2023-12-14
4001,"48.87854000714144,2.400396973926357",40 Rue des Bois 75019 Paris,2375N1233817V,C,C,84.4,18.5,,2023-04-05
4002,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137583B,A,A,33.0,2.0,pompe à chaleur,2024-12-09
4003,"48.875528016770936,2.394047978343679",207 Rue de Belleville 75019 Paris,2475N0232664Z,B,A,64.0,1.0,,2024-01-21
4004,"48.837711963966576,2.2864859709866305",305 Rue Lecourbe 75015 Paris,2475N4532715O,A,A,28.6,5.7,,2024-12-19
4005,"48.86976504350663,2.405120008985746",11 Rue Haxo 75020 Paris,2375N3647184Q,C,C,113.0,24.0,,2023-08-21
4006,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227286P,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
4007,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136211G,B,B,33.0,10.1,,2022-09-07
4008,"48.82830995577718,2.37359597197319",8 Rue Leredde 75013 Paris,2275N0140021S,C,C,72.2,15.6,,2022-01-18
4009,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0941547U,C,C,125.0,27.8,,2021-12-16
4010,"48.87061197357678,2.300657045393696",45 Avenue George V 75008 Paris,2259N0479208T,B,B,40.1,8.5,,2022-02-08
4011,"48.82899795943467,2.3078750409538005",196 Rue Raymond Losserand 75014 Paris,2175N0985161B,C,C,82.4,17.6,,2021-12-20
4012,"48.887093039938215,2.3608449556310283",71 Rue Philippe de Girard 75018 Paris,2475N2015622H,C,C,59.0,12.0,,2024-04-23
4013,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121273V,B,B,52.8,8.6,réseau de chaleur ou de froid vertueux,2023-11-20
4014,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136536T,B,B,31.0,8.8,,2022-09-07
4015,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2313401I,A,A,48.0,3.0,,2024-05-15
4016,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246066L,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
4017,"48.82583401702859,2.3831709354791166",46 Rue Jean-Baptiste Berlier 75013 Paris,2375N1501178Y,A,A,55.0,3.0,réseau de chaleur ou de froid vertueux,2023-05-03
4018,"48.8271690062542,2.3788539909118573",8 Rue Jeanne Chauvin 75013 Paris,2375N3285239R,B,B,55.8,9.1,réseau de chaleur ou de froid vertueux,2023-09-20
4019,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166070P,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
4020,"48.89858400408262,2.3545200491784364",Boulevard Ney 75018 Paris,2375N3454974Y,B,B,56.0,9.0,,2021-09-06
4021,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1228008J,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
4022,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136170R,C,C,37.7,11.8,,2022-09-07
4023,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343847F,B,B,31.5,9.9,chauffe-eau thermodynamique,2022-09-07
4024,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041623G,C,C,53.5,19.7,,2022-09-07
4025,"48.889800968199694,2.3473849679796475",8 Passage Ramey 75018 Paris,2475N2215264V,A,A,26.0,1.0,pompe à chaleur,2024-06-10
4026,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227412L,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
4027,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438000Q,B,B,49.0,8.0,,2023-12-13
4028,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041529Q,C,C,53.5,19.7,,2022-09-07
4029,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2125047W,A,A,12.5,4.0,,2022-09-07
4030,"48.88725301295351,2.3598990164787814",40 Rue Marx Dormoy 75018 Paris,2375N1756727T,B,B,48.0,8.4,,2023-04-16
4031,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347561O,C,C,90.1,19.8,,2022-06-08
4032,"48.87117204390332,2.392724984204714",335 Rue des Pyrénées 75020 Paris,2475N1835170V,B,B,44.0,7.0,pompe à chaleur,2023-12-04
4033,"48.892618003061735,2.3738100191669687",4b Passage de Crimée 75019 Paris,2375N0678024E,B,B,72.0,9.0,,2023-02-21
4034,"48.86842199243909,2.3562150553892174",65 Rue Meslay 75003 Paris,2375N3366099R,C,C,80.0,18.0,,2023-06-04
4035,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343996Y,C,C,36.8,11.4,chauffe-eau thermodynamique,2022-09-07
